field_correct,generation_ms,hard_stage,mode,observed,ready,ready_count,request,request_index,required_count,stage_index,steps,variant
{'dispatch': True},1507.3540690355003,1,chained,"{""dispatch"": ""LHR-20260917-S2""}",True,1,Create a standard travel dispatch for London on 2026-09-17.,16,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1471.4581589214504,1,chained,"{""city"": ""London"", ""date"": ""2026-09-17"", ""priority"": ""standard""}",True,3,Create a standard travel dispatch for London on 2026-09-17.,16,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1600.545720080845,1,chained,"{""airport"": ""LHR"", ""date"": ""2026-09-17"", ""sla"": ""S2""}",True,3,Create a standard travel dispatch for London on 2026-09-17.,16,3,1,128,low_stage_2
{'dispatch': True},521.6314709978178,1,chained,"{""dispatch"": ""LHR-20260917-S2""}",True,1,Create a standard travel dispatch for London on 2026-09-17.,16,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1472.4378489190713,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-24"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1599.9761649873108,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-24"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,1,128,all_high
{'dispatch': True},1506.382934981957,2,chained,"{""dispatch"": ""AMS-20270224-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",493.3470468968153,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-24"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.072331957519,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-24"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,1,16,all_low
{'dispatch': True},520.0431799748912,2,chained,"{""dispatch"": ""AMS-20270224-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.6994430134073,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-24"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1601.829074905254,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-24"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,1,128,low_stage_0
{'dispatch': True},1506.1699919169769,2,chained,"{""dispatch"": ""AMS-20270224-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1474.0745599847287,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-24"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",574.9376559397206,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-24"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,1,16,low_stage_1
{'dispatch': True},1505.783753003925,2,chained,"{""dispatch"": ""AMS-20270224-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1472.447587060742,2,chained,"{""city"": ""Amsterdam"", ""date"": ""2027-02-24"", ""priority"": ""economy""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1601.7184649826959,2,chained,"{""airport"": ""AMS"", ""date"": ""2027-02-24"", ""sla"": ""S3""}",True,3,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,3,1,128,low_stage_2
{'dispatch': True},521.7474299715832,2,chained,"{""dispatch"": ""AMS-20270224-S3""}",True,1,Set up economy routing for the Amsterdam visit dated 2027-02-24.,17,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1470.3218929935247,0,chained,"{""city"": ""Madrid"", ""date"": ""2026-07-07"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1599.965694011189,0,chained,"{""airport"": ""MAD"", ""date"": ""2026-07-07"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,1,128,all_high
{'dispatch': True},1505.5498010478914,0,chained,"{""dispatch"": ""MAD-20260707-S1""}",True,1,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",492.4958989722654,0,chained,"{""city"": ""Madrid"", ""date"": ""2026-07-07"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.6056900350377,0,chained,"{""airport"": ""MAD"", ""date"": ""2026-07-07"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,1,16,all_low
{'dispatch': True},520.1134539674968,0,chained,"{""dispatch"": ""MAD-20260707-S1""}",True,1,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",491.9770689448342,0,chained,"{""city"": ""Madrid"", ""date"": ""2026-07-07"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1601.4221459627151,0,chained,"{""airport"": ""MAD"", ""date"": ""2026-07-07"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,1,128,low_stage_0
{'dispatch': True},1505.6176190264523,0,chained,"{""dispatch"": ""MAD-20260707-S1""}",True,1,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1472.98627498094,0,chained,"{""city"": ""Madrid"", ""date"": ""2026-07-07"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",575.4100569756702,0,chained,"{""airport"": ""MAD"", ""date"": ""2026-07-07"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,1,16,low_stage_1
{'dispatch': True},1505.6165169226006,0,chained,"{""dispatch"": ""MAD-20260707-S1""}",True,1,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1469.9866389855742,0,chained,"{""city"": ""Madrid"", ""date"": ""2026-07-07"", ""priority"": ""urgent""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1600.4438770469278,0,chained,"{""airport"": ""MAD"", ""date"": ""2026-07-07"", ""sla"": ""S1""}",True,3,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,3,1,128,low_stage_2
{'dispatch': True},521.0762819042429,0,chained,"{""dispatch"": ""MAD-20260707-S1""}",True,1,Prepare the 2026-07-07 Madrid itinerary with urgent handling.,18,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1471.5917110443115,1,chained,"{""city"": ""Rome"", ""date"": ""2027-12-14"", ""priority"": ""standard""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1602.067293948494,1,chained,"{""airport"": ""FCO"", ""date"": ""2027-12-14"", ""sla"": ""S2""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,1,128,all_high
{'dispatch': True},1506.2041969504207,1,chained,"{""dispatch"": ""FCO-20271214-S2""}",True,1,Open a standard trip ticket to Rome for 2027-12-14.,19,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",492.65378690324724,1,chained,"{""city"": ""Rome"", ""date"": ""2027-12-14"", ""priority"": ""standard""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.7208370119333,1,chained,"{""airport"": ""FCO"", ""date"": ""2027-12-14"", ""sla"": ""S2""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,1,16,all_low
{'dispatch': True},519.9101290199906,1,chained,"{""dispatch"": ""FCO-20271214-S2""}",True,1,Open a standard trip ticket to Rome for 2027-12-14.,19,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.1318320557475,1,chained,"{""city"": ""Rome"", ""date"": ""2027-12-14"", ""priority"": ""standard""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1600.8196970215067,1,chained,"{""airport"": ""FCO"", ""date"": ""2027-12-14"", ""sla"": ""S2""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,1,128,low_stage_0
{'dispatch': True},1506.1155899893492,1,chained,"{""dispatch"": ""FCO-20271214-S2""}",True,1,Open a standard trip ticket to Rome for 2027-12-14.,19,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1471.336699090898,1,chained,"{""city"": ""Rome"", ""date"": ""2027-12-14"", ""priority"": ""standard""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",574.3815960595384,1,chained,"{""airport"": ""FCO"", ""date"": ""2027-12-14"", ""sla"": ""S2""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,1,16,low_stage_1
{'dispatch': True},1506.3234319677576,1,chained,"{""dispatch"": ""FCO-20271214-S2""}",True,1,Open a standard trip ticket to Rome for 2027-12-14.,19,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1471.3688399642706,1,chained,"{""city"": ""Rome"", ""date"": ""2027-12-14"", ""priority"": ""standard""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1600.6912150187418,1,chained,"{""airport"": ""FCO"", ""date"": ""2027-12-14"", ""sla"": ""S2""}",True,3,Open a standard trip ticket to Rome for 2027-12-14.,19,3,1,128,low_stage_2
{'dispatch': True},520.8802720298991,1,chained,"{""dispatch"": ""FCO-20271214-S2""}",True,1,Open a standard trip ticket to Rome for 2027-12-14.,19,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1470.7513329340145,2,chained,"{""city"": ""Berlin"", ""date"": ""2026-05-21"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1600.48899310641,2,chained,"{""airport"": ""BER"", ""date"": ""2026-05-21"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,1,128,all_high
{'dispatch': True},1505.8784320717677,2,chained,"{""dispatch"": ""BER-20260521-S3""}",True,1,Create a economy travel dispatch for Berlin on 2026-05-21.,20,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",492.4112700391561,2,chained,"{""city"": ""Berlin"", ""date"": ""2026-05-21"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.5799709800631,2,chained,"{""airport"": ""BER"", ""date"": ""2026-05-21"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,1,16,all_low
{'dispatch': True},519.6189989801496,2,chained,"{""dispatch"": ""BER-20260521-S3""}",True,1,Create a economy travel dispatch for Berlin on 2026-05-21.,20,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.0013149967417,2,chained,"{""city"": ""Berlin"", ""date"": ""2026-05-21"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1601.2127300491557,2,chained,"{""airport"": ""BER"", ""date"": ""2026-05-21"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,1,128,low_stage_0
{'dispatch': True},1509.691163082607,2,chained,"{""dispatch"": ""BER-20260521-S3""}",True,1,Create a economy travel dispatch for Berlin on 2026-05-21.,20,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1472.0885090064257,2,chained,"{""city"": ""Berlin"", ""date"": ""2026-05-21"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",574.7766110580415,2,chained,"{""airport"": ""BER"", ""date"": ""2026-05-21"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,1,16,low_stage_1
{'dispatch': True},1504.686982021667,2,chained,"{""dispatch"": ""BER-20260521-S3""}",True,1,Create a economy travel dispatch for Berlin on 2026-05-21.,20,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1471.3752219686285,2,chained,"{""city"": ""Berlin"", ""date"": ""2026-05-21"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1601.1886049527675,2,chained,"{""airport"": ""BER"", ""date"": ""2026-05-21"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Berlin on 2026-05-21.,20,3,1,128,low_stage_2
{'dispatch': True},521.2072599679232,2,chained,"{""dispatch"": ""BER-20260521-S3""}",True,1,Create a economy travel dispatch for Berlin on 2026-05-21.,20,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1476.6787600237876,0,chained,"{""city"": ""Dubai"", ""date"": ""2027-10-04"", ""priority"": ""economy""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1600.7048710016534,0,chained,"{""airport"": ""DXB"", ""date"": ""2027-10-04"", ""sla"": ""S3""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,1,128,all_high
{'dispatch': True},1506.3513449858874,0,chained,"{""dispatch"": ""DXB-20271004-S3""}",True,1,Set up economy routing for the Dubai visit dated 2027-10-04.,21,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",493.2939159916714,0,chained,"{""city"": ""Dubai"", ""date"": ""2027-10-04"", ""priority"": ""economy""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.8454919774085,0,chained,"{""airport"": ""DXB"", ""date"": ""2027-10-04"", ""sla"": ""S3""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,1,16,all_low
{'dispatch': False},521.5089289704338,0,chained,"{""dispatch"": ""DXB-271004-S3""}",False,0,Set up economy routing for the Dubai visit dated 2027-10-04.,21,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.8875289624557,0,chained,"{""city"": ""Dubai"", ""date"": ""2027-10-04"", ""priority"": ""economy""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1601.0989249916747,0,chained,"{""airport"": ""DXB"", ""date"": ""2027-10-04"", ""sla"": ""S3""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,1,128,low_stage_0
{'dispatch': True},1507.2628270136192,0,chained,"{""dispatch"": ""DXB-20271004-S3""}",True,1,Set up economy routing for the Dubai visit dated 2027-10-04.,21,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1473.237380036153,0,chained,"{""city"": ""Dubai"", ""date"": ""2027-10-04"", ""priority"": ""economy""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",574.7732149902731,0,chained,"{""airport"": ""DXB"", ""date"": ""2027-10-04"", ""sla"": ""S3""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,1,16,low_stage_1
{'dispatch': True},1506.07632601168,0,chained,"{""dispatch"": ""DXB-20271004-S3""}",True,1,Set up economy routing for the Dubai visit dated 2027-10-04.,21,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1472.5954260211438,0,chained,"{""city"": ""Dubai"", ""date"": ""2027-10-04"", ""priority"": ""economy""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1601.2483380036429,0,chained,"{""airport"": ""DXB"", ""date"": ""2027-10-04"", ""sla"": ""S3""}",True,3,Set up economy routing for the Dubai visit dated 2027-10-04.,21,3,1,128,low_stage_2
{'dispatch': False},521.6109519824386,0,chained,"{""dispatch"": ""DXB-271004-S3""}",False,0,Set up economy routing for the Dubai visit dated 2027-10-04.,21,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1469.6202770574018,1,chained,"{""city"": ""Boston"", ""date"": ""2026-03-11"", ""priority"": ""urgent""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1600.7460280088708,1,chained,"{""airport"": ""BOS"", ""date"": ""2026-03-11"", ""sla"": ""S1""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,1,128,all_high
{'dispatch': True},1505.675608990714,1,chained,"{""dispatch"": ""BOS-20260311-S1""}",True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",492.24443396087736,1,chained,"{""city"": ""Boston"", ""date"": ""2026-03-11"", ""priority"": ""urgent""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.4931270126253,1,chained,"{""airport"": ""BOS"", ""date"": ""2026-03-11"", ""sla"": ""S1""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,1,16,all_low
{'dispatch': True},520.4112849896774,1,chained,"{""dispatch"": ""BOS-20260311-S1""}",True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",491.9407900888473,1,chained,"{""city"": ""Boston"", ""date"": ""2026-03-11"", ""priority"": ""urgent""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1602.2040219977498,1,chained,"{""airport"": ""BOS"", ""date"": ""2026-03-11"", ""sla"": ""S1""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,1,128,low_stage_0
{'dispatch': True},1507.8112030168995,1,chained,"{""dispatch"": ""BOS-20260311-S1""}",True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1471.6515840264037,1,chained,"{""city"": ""Boston"", ""date"": ""2026-03-11"", ""priority"": ""urgent""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",574.4159599998966,1,chained,"{""airport"": ""BOS"", ""date"": ""2026-03-11"", ""sla"": ""S1""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,1,16,low_stage_1
{'dispatch': True},1505.5438799317926,1,chained,"{""dispatch"": ""BOS-20260311-S1""}",True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1470.7271779188886,1,chained,"{""city"": ""Boston"", ""date"": ""2026-03-11"", ""priority"": ""urgent""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1601.7256790073588,1,chained,"{""airport"": ""BOS"", ""date"": ""2026-03-11"", ""sla"": ""S1""}",True,3,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,3,1,128,low_stage_2
{'dispatch': True},521.8637390062213,1,chained,"{""dispatch"": ""BOS-20260311-S1""}",True,1,Prepare the 2026-03-11 Boston itinerary with urgent handling.,22,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1471.8623919179663,2,chained,"{""city"": ""Toronto"", ""date"": ""2027-08-18"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1600.5121860653162,2,chained,"{""airport"": ""YYZ"", ""date"": ""2027-08-18"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,1,128,all_high
{'dispatch': True},1506.2835169956088,2,chained,"{""dispatch"": ""YYZ-20270818-S3""}",True,1,Open a economy trip ticket to Toronto for 2027-08-18.,23,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",492.92107205837965,2,chained,"{""city"": ""Toronto"", ""date"": ""2027-08-18"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.4858840005472,2,chained,"{""airport"": ""YYZ"", ""date"": ""2027-08-18"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,1,16,all_low
{'dispatch': True},520.5453489907086,2,chained,"{""dispatch"": ""YYZ-20270818-S3""}",True,1,Open a economy trip ticket to Toronto for 2027-08-18.,23,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.2746409429237,2,chained,"{""city"": ""Toronto"", ""date"": ""2027-08-18"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1601.1185520328581,2,chained,"{""airport"": ""YYZ"", ""date"": ""2027-08-18"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,1,128,low_stage_0
{'dispatch': True},1505.8854960370809,2,chained,"{""dispatch"": ""YYZ-20270818-S3""}",True,1,Open a economy trip ticket to Toronto for 2027-08-18.,23,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1471.70604695566,2,chained,"{""city"": ""Toronto"", ""date"": ""2027-08-18"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",574.8900159960613,2,chained,"{""airport"": ""YYZ"", ""date"": ""2027-08-18"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,1,16,low_stage_1
{'dispatch': True},1505.7134500239044,2,chained,"{""dispatch"": ""YYZ-20270818-S3""}",True,1,Open a economy trip ticket to Toronto for 2027-08-18.,23,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1471.8758179806173,2,chained,"{""city"": ""Toronto"", ""date"": ""2027-08-18"", ""priority"": ""economy""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1601.791272056289,2,chained,"{""airport"": ""YYZ"", ""date"": ""2027-08-18"", ""sla"": ""S3""}",True,3,Open a economy trip ticket to Toronto for 2027-08-18.,23,3,1,128,low_stage_2
{'dispatch': True},521.1841959971935,2,chained,"{""dispatch"": ""YYZ-20270818-S3""}",True,1,Open a economy trip ticket to Toronto for 2027-08-18.,23,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1470.9623620146886,0,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,0,128,all_high
"{'airport': True, 'sla': True, 'date': True}",1600.93718895223,0,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,1,128,all_high
{'dispatch': True},1506.0664570191875,0,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,24,1,2,128,all_high
"{'city': True, 'date': True, 'priority': True}",492.8893930045888,0,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,0,16,all_low
"{'airport': True, 'sla': True, 'date': True}",573.416291968897,0,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,1,16,all_low
{'dispatch': True},520.2817709650844,0,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,24,1,2,16,all_low
"{'city': True, 'date': True, 'priority': True}",492.0263820094988,0,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,0,16,low_stage_0
"{'airport': True, 'sla': True, 'date': True}",1600.9225520538166,0,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,1,128,low_stage_0
{'dispatch': True},1506.1045091133565,0,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,24,1,2,128,low_stage_0
"{'city': True, 'date': True, 'priority': True}",1471.8289289157838,0,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,0,128,low_stage_1
"{'airport': True, 'sla': True, 'date': True}",575.3811639733613,0,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,1,16,low_stage_1
{'dispatch': True},1506.271703983657,0,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,24,1,2,128,low_stage_1
"{'city': True, 'date': True, 'priority': True}",1471.069184015505,0,chained,"{""city"": ""Seoul"", ""date"": ""2026-01-01"", ""priority"": ""economy""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,0,128,low_stage_2
"{'airport': True, 'sla': True, 'date': True}",1600.8414690149948,0,chained,"{""airport"": ""ICN"", ""date"": ""2026-01-01"", ""sla"": ""S3""}",True,3,Create a economy travel dispatch for Seoul on 2026-01-01.,24,3,1,128,low_stage_2
{'dispatch': True},520.3006869414821,0,chained,"{""dispatch"": ""ICN-20260101-S3""}",True,1,Create a economy travel dispatch for Seoul on 2026-01-01.,24,1,2,16,low_stage_2
"{'city': True, 'date': True, 'priority': True}",1471.750169992447,1,chained,"{""city"": ""Tokyo"", ""date"": ""2027-06-08"", ""priority"": ""standard""}",True,3,Set up standard routing for the Tokyo visit dated 2027-06-08.,25,3,0,128,all_high
